text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
와 방금 상장된 페페 코인으로 150 먹음 ㅋㅎ,와 방금 상장된 페페 코인으로 150 먹음,와 방금 상장된 페페 코인으로 150 먹음 ㅋㅎ,2024-11-14T11:52:03+09:00,0.155,0.7096,0.1355,1
외롭다.,외롭다,외롭다.,2024-10-25T13:02:45+09:00,0.0448,0.9126,0.0426,1
연속 6일 파란색 예쁘게 만들었네,연속 6일 파란색 예쁘게 만들었네,연속 6일 파란색 예쁘게 만들었네,2025-02-27T17:18:11+09:00,0.0673,0.8797,0.053,1
올라가자,올라가자,올라가자,2024-11-18T09:04:05+09:00,0.0355,0.0556,0.9088,2
오늘은 85  매도벽도 낮은데 뚫고 올라갑시다....,오늘은 85 매도벽도 낮은데 뚫고 올라갑시다,오늘은 85 매도벽도 낮은데 뚫고 올라갑시다....,2024-04-03T09:42:57+09:00,0.1115,0.0489,0.8396,2
신뢰할 수있고 믿고 있음,신뢰할 수있고 믿고 있음,신뢰할 수있고 믿고 있음,2023-08-30T18:00:46+09:00,0.0227,0.9138,0.0634,1
"-한국 총수들은 자사주가 오르는 것을 원하지 않음
-순환 출자구조로 개인주주들의 의사와 상관 없이
  경영권이 방어가 됨

즉 재벌가 총수들은 자기 경영권이 견고하고 세금, 증여 등의 사유로 주가가 적정 이상 오르는 것을 원하지 않는다는 것.

여기서 내가 입장을 바꿔 재벌가라면?? 
주가가 너무 오른다 싶으면 경영권 방어에 필요한 주식 외에 나머지 주식들을 순식간에 던져서 패닉셀을 유도 할 것임. 

패닉셀로 떨어진 주식을 다시 주을 것임
그리고 또 주가 회복을 유도하고 
또 던지고 반복..

이 과정 속에서 시세차익을 어마어마하게 챙기고
또 필요에 따라서는 개미들에게서 총알(주식)도
쉽게 땡겨 올 수 있고.

*결론
국장은 위와 같은 사유로 가치투자가 어려움.
주주환원도 개발도상국 보다 못 함.
국장 탈출은 지능순",한국 총수들은 자사주가 오르는 것을 원하지 않음 순환 출자구조로 개인주주들의 의사와 상관 없이 경영권이 방어가 됨 즉 재벌가 총수들은 자기 경영권이 견고하고 세금 증여 등의 사유로 주가가 적정 이상 오르는 것을 원하지 않는다는 것 여기서 내가 입장을 바꿔 재벌가라면 주가가 너무 오른다 싶으면 경영권 방어에 필요한 주식 외에 나머지 주식들을 순식간에 던져서 패닉셀을 유도 할 것임 패닉셀로 떨어진 주식을 다시 주을 것임 그리고 또 주가 회복을 유도하고 또 던지고 반복 이 과정 속에서 시세차익을 어마어마하게 챙기고 또 필요에 따라서는 개미들에게서 총알주식도 쉽게 땡겨 올 수 있고 결론 국장은 위와 같은 사유로 가치투자가 어려움 주주환원도 개발도상국 보다 못 함 국장 탈출은 지능순,"한국 총수들은 자사주가 오르는 것을 원하지 않음 순환 출자구조로 개인주주들의 의사와 상관 없이 경영권이 방어가 됨 즉 재벌가 총수들은 자기 경영권이 견고하고 세금, 증여 등의 사유로 주가가 적정 이상 오르는 것을 원하지 않는다는 것. 여기서 내가 입장을 바꿔 재벌가라면?? 주가가 너무 오른다 싶으면 경영권 방어에 필요한 주식 외에 나머지 주식들을 순식간에 던져서 패닉셀을 유도 할 것임. 패닉셀로 떨어진 주식을 다시 주을 것임 그리고 또 주가 회복을 유도하고 또 던지고 반복.. 이 과정 속에서 시세차익을 어마어마하게 챙기고 또 필요에 따라서는 개미들에게서 총알주식도 쉽게 땡겨 올 수 있고. 결론 국장은 위와 같은 사유로 가치투자가 어려움. 주주환원도 개발도상국 보다 못 함. 국장 탈출은 지능순",2024-06-15T12:28:56+09:00,0.358,0.3406,0.3014,0
좋아좋아 더떨어져 줍줍하게,좋아좋아 더떨어져 줍줍하게,좋아좋아 더떨어져 줍줍하게,2025-02-24T09:11:54+09:00,0.2888,0.5398,0.1714,1
1년동안 5프로 상승 1번있내ㅋㅋ,1년동안 5프로 상승 1번있내,1년동안 5프로 상승 1번있내ㅋㅋ,2024-08-16T13:42:38+09:00,0.2901,0.3977,0.3122,1
강제 존버….. 하ㅠㅠ,강제 존버 하,강제 존버.. 하ㅠㅠ,2024-12-19T09:06:13+09:00,0.0862,0.8128,0.1011,1
개인 대거매수 ㅜ,개인 대거매수,개인 대거매수 ㅜ,2024-11-22T11:24:31+09:00,0.2777,0.201,0.5213,2
4만왔다 추매!,4만왔다 추매,4만왔다 추매!,2024-11-14T16:39:00+09:00,0.6285,0.2027,0.1688,0
"강제 존버….
손절 마렵다ㅜㅜ",강제 존버 손절 마렵다,강제 존버. 손절 마렵다ㅜㅜ,2024-12-19T15:34:53+09:00,0.4952,0.2443,0.2605,0
애들아 삼성 순자산이 300조가넘음 걱정 ㄴㄴ,애들아 삼성 순자산이 300조가넘음 걱정,애들아 삼성 순자산이 300조가넘음 걱정 ㄴㄴ,2024-11-15T21:29:10+09:00,0.0651,0.8477,0.0872,1
8만 갈까요,8만 갈까요,8만 갈까요,2024-03-21T09:30:17+09:00,0.0253,0.8351,0.1396,1
불확실성에는 현금보유가 딱임. 아니면 테마주로 이득보든지..,불확실성에는 현금보유가 딱임 아니면 테마주로 이득보든지,불확실성에는 현금보유가 딱임. 아니면 테마주로 이득보든지..,2024-12-08T20:03:18+09:00,0.0839,0.7548,0.1613,1
"외국인이 알았으면 이때 까지 저렇게 팔았겠냐
그리고 오늘 알았으면 고작 200만원 샀겠어?
한 2천만주땡겼지 진짜 니들은 그러니 맨날 처물리는거야",외국인이 알았으면 이때 까지 저렇게 팔았겠냐 그리고 오늘 알았으면 고작 200만원 샀겠어 한 2천만주땡겼지 진짜 니들은 그러니 맨날 처물리는거야,외국인이 알았으면 이때 까지 저렇게 팔았겠냐 그리고 오늘 알았으면 고작 200만원 샀겠어? 한 2천만주땡겼지 진짜 니들은 그러니 맨날 처물리는거야,2024-11-15T19:32:09+09:00,0.2342,0.6502,0.1156,1
후...저점인줄알고 샀드만 이게뭐꼬 진짜..ㅋㅋㅋ,후저점인줄알고 샀드만 이게뭐꼬 진짜,후...저점인줄알고 샀드만 이게뭐꼬 진짜..ㅋㅋㅋ,2024-10-23T07:35:49+09:00,0.3321,0.4394,0.2285,1
"버거형 롯데리아언니 kfc할비가 
누구 좋으라구 많이 떨구겠나
어차피 다시 떨구고 다시 올리기 귀쟎아서 라도 
아마 맛만 보라고 예의표시정도 아닐까?
반박시 니말이 다맞음",버거형 롯데리아언니 kfc할비가 누구 좋으라구 많이 떨구겠나 어차피 다시 떨구고 다시 올리기 귀쟎아서 라도 아마 맛만 보라고 예의표시정도 아닐까 반박시 니말이 다맞음,버거형 롯데리아언니 kfc할비가 누구 좋으라구 많이 떨구겠나 어차피 다시 떨구고 다시 올리기 귀쟎아서 라도 아마 맛만 보라고 예의표시정도 아닐까? 반박시 니말이 다맞음,2024-07-18T08:48:49+09:00,0.102,0.6825,0.2155,1
알상무형 나 종가까지는 들고있는다??????????,알상무형 나 종가까지는 들고있는다,알상무형 나 종가까지는 들고있는다??????????,2024-09-19T09:37:34+09:00,0.0692,0.8743,0.0565,1
에휴 ㅋㅋㅋ,에휴,에휴 ㅋㅋㅋ,2024-10-31T14:08:29+09:00,0.034,0.9546,0.0114,1
"9만전자 가긴 가겠네요
20년뒤에...",9만전자 가긴 가겠네요 20년뒤에,9만전자 가긴 가겠네요 20년뒤에...,2023-09-06T11:50:30+09:00,0.0376,0.8741,0.0883,1
형님들 4만원대면 한번 진입할만 할까요?,형님들 4만원대면 한번 진입할만 할까요,형님들 4만원대면 한번 진입할만 할까요?,2024-11-14T09:08:21+09:00,0.0873,0.8116,0.1012,1
3-14조 ? 범위가 너무 넓은데,314조 범위가 너무 넓은데,314조 ? 범위가 너무 넓은데,2024-10-07T10:41:38+09:00,0.0348,0.9289,0.0363,1
컨콜 큰거온다!!,컨콜 큰거온다,컨콜 큰거온다!!,2024-10-31T09:43:00+09:00,0.0503,0.8739,0.0758,1
"향후 1년간은 횡보임 일년안에 크게한방터지지않는이상 오르지않음
10조원을 나눠서 자사주 매입은 시간벌기용
그안에 해결해보겠다는거죠
5만원이하는 잘안올겁니다 
그냥 묵혀두시고 10개월넘어서도 제자리면 도망가세요",향후 1년간은 횡보임 일년안에 크게한방터지지않는이상 오르지않음 10조원을 나눠서 자사주 매입은 시간벌기용 그안에 해결해보겠다는거죠 5만원이하는 잘안올겁니다 그냥 묵혀두시고 10개월넘어서도 제자리면 도망가세요,향후 1년간은 횡보임 일년안에 크게한방터지지않는이상 오르지않음 10조원을 나눠서 자사주 매입은 시간벌기용 그안에 해결해보겠다는거죠 5만원이하는 잘안올겁니다 그냥 묵혀두시고 10개월넘어서도 제자리면 도망가세요,2025-01-13T13:55:18+09:00,0.3268,0.3227,0.3505,2
또다시 찬티가 늘어난걸 보니.. 다시 5만 깨지겠다;,또다시 찬티가 늘어난걸 보니 다시 5만 깨지겠다,또다시 찬티가 늘어난걸 보니.. 다시 5만 깨지겠다,2024-11-16T13:55:46+09:00,0.0754,0.8144,0.1101,1
뭐 이딴걸 샀지 ㅋㅋㅋㅋ,뭐 이딴걸 샀지,뭐 이딴걸 샀지 ㅋㅋㅋㅋ,2024-12-17T10:16:32+09:00,0.0828,0.8846,0.0326,1
"자사주 매입으로  주가가 박살난 기업가치 따라가는거 억지로 부여잡고있기는한데 

이건 걍 시간을 좀 벌어준 것 뿐이지 

주가 억지로 부여잡고 있는 동안에 엔비디아 납품이나 3 나노 수율  같이 대형 호재 안뜨면 꾸준히 하락하면서 3,4만 전자 찍는거야 그냥

핸드폰은 이제 플래그쉽은 아이폰에 계속 밀리고 저가형은 중국산에 계속 밀리고 엑시노스도 이제 스냅드래곤한테 완전히 밀렸고

그나마 반도체가 희망인데 반도체도 TSMC랑 하이닉스한테 계속 밀리고 있는걸로 봐서는 그냥 진짜 희망이 없음",자사주 매입으로 주가가 박살난 기업가치 따라가는거 억지로 부여잡고있기는한데 이건 걍 시간을 좀 벌어준 것 뿐이지 주가 억지로 부여잡고 있는 동안에 엔비디아 납품이나 3 나노 수율 같이 대형 호재 안뜨면 꾸준히 하락하면서 34만 전자 찍는거야 그냥 핸드폰은 이제 플래그쉽은 아이폰에 계속 밀리고 저가형은 중국산에 계속 밀리고 엑시노스도 이제 스냅드래곤한테 완전히 밀렸고 그나마 반도체가 희망인데 반도체도 TSMC랑 하이닉스한테 계속 밀리고 있는걸로 봐서는 그냥 진짜 희망이 없음,"자사주 매입으로 주가가 박살난 기업가치 따라가는거 억지로 부여잡고있기는한데 이건 걍 시간을 좀 벌어준 것 뿐이지 주가 억지로 부여잡고 있는 동안에 엔비디아 납품이나 3 나노 수율 같이 대형 호재 안뜨면 꾸준히 하락하면서 3,4만 전자 찍는거야 그냥 핸드폰은 이제 플래그쉽은 아이폰에 계속 밀리고 저가형은 중국산에 계속 밀리고 엑시노스도 이제 스냅드래곤한테 완전히 밀렸고 그나마 반도체가 희망인데 반도체도 TSMC랑 하이닉스한테 계속 밀리고 있는걸로 봐서는 그냥 진짜 희망이 없음",2024-11-29T14:51:06+09:00,0.3699,0.3481,0.2821,0
당분간 답이없을듯,당분간 답이없을듯,당분간 답이없을듯,2024-11-14T16:58:38+09:00,0.0585,0.9184,0.0232,1
기관과개인이 간을보네,기관과개인이 간을보네,기관과개인이 간을보네,2024-07-08T09:13:20+09:00,0.0719,0.901,0.0271,1
레이져쏘기전 예열?,레이져쏘기전 예열,레이져쏘기전 예열?,2024-11-20T09:01:11+09:00,0.0704,0.8568,0.0728,1
6만가즈아아아,6만가즈아아아,6만가즈아아아,2025-02-10T17:43:06+09:00,0.0194,0.1118,0.8688,2
오늘 발 한 번 담궈봅니다...,오늘 발 한 번 담궈봅니다,오늘 발 한 번 담궈봅니다...,2024-10-02T08:57:23+09:00,0.0461,0.896,0.0579,1
"비싸게 산다곤 안했는데

하락하는 것 방지하려고 깔아두는거 아닌가.....

지금부터 새로 구매한 사람들만 자사주 매입가보다 비싸게 사는건데

맞는지 모르겠네요",비싸게 산다곤 안했는데 하락하는 것 방지하려고 깔아두는거 아닌가 지금부터 새로 구매한 사람들만 자사주 매입가보다 비싸게 사는건데 맞는지 모르겠네요,비싸게 산다곤 안했는데 하락하는 것 방지하려고 깔아두는거 아닌가..... 지금부터 새로 구매한 사람들만 자사주 매입가보다 비싸게 사는건데 맞는지 모르겠네요,2024-11-18T09:10:33+09:00,0.4702,0.3341,0.1957,0
개미의 시체를 넘고넘어 앞으로 앞으로 앞으로!!,개미의 시체를 넘고넘어 앞으로 앞으로 앞으로,개미의 시체를 넘고넘어 앞으로 앞으로 앞으로!!,2024-05-07T09:55:21+09:00,0.1232,0.7832,0.0936,1
삼전은2차전지꼬봉개잡주,삼전은2차전지꼬봉개잡주,삼전은2차전지꼬봉개잡주,2023-08-03T16:30:08+09:00,0.2507,0.6373,0.112,1
ㅋㅋㅋㅋㅋㅋ,,ㅋㅋㅋㅋㅋㅋ,2024-09-05T14:32:29+09:00,0.0236,0.9633,0.0131,1
"4년동안 물렸는데 지쳐서 판매할까 고민중이에요
다들 어떻게 생각하세요(10%정도는 오름)",4년동안 물렸는데 지쳐서 판매할까 고민중이에요 다들 어떻게 생각하세요10정도는 오름,4년동안 물렸는데 지쳐서 판매할까 고민중이에요 다들 어떻게 생각하세요10정도는 오름,2024-06-19T09:17:54+09:00,0.1078,0.7232,0.1691,1
국장하는 흑우읎제? ㅋㅋㅋㅌㅌㅌ,국장하는 흑우읎제,국장하는 흑우읎제? ㅋㅋㅋㅌㅌㅌ,2024-10-28T09:40:08+09:00,0.1444,0.7899,0.0657,1
"주식을 샀고 물고 타고.. 시드는 떨어졌고.

이제 내가 할 수 있는건 하나뿐 기도..",주식을 샀고 물고 타고 시드는 떨어졌고 이제 내가 할 수 있는건 하나뿐 기도,주식을 샀고 물고 타고.. 시드는 떨어졌고. 이제 내가 할 수 있는건 하나뿐 기도..,2024-11-04T10:03:50+09:00,0.2675,0.6213,0.1112,1
77500에 뭐 있나요?? 통곡의벽이네요??,77500에 뭐 있나요 통곡의벽이네요,77500에 뭐 있나요?? 통곡의벽이네요??,2024-06-05T14:34:16+09:00,0.0685,0.8871,0.0444,1
뚫어뻥73~ㅋㅋㅋ,뚫어뻥73,뚫어뻥73ㅋㅋㅋ,2023-06-29T09:06:38+09:00,0.0571,0.911,0.0319,1
얼마나 심하길래 써킷까지...,얼마나 심하길래 써킷까지,얼마나 심하길래 써킷까지...,2024-08-05T14:37:16+09:00,0.0716,0.8954,0.033,1
"하이닉스랑 그래프 똑같아ㅋㅋ
근데 너는 왜 킹받지?",하이닉스랑 그래프 똑같아 근데 너는 왜 킹받지,하이닉스랑 그래프 똑같아ㅋㅋ 근데 너는 왜 킹받지?,2024-06-18T14:01:51+09:00,0.0525,0.894,0.0535,1
"나
락",나 락,나 락,2024-05-21T09:08:16+09:00,0.0617,0.914,0.0243,1
떡상가즈아,떡상가즈아,떡상가즈아,2024-11-15T10:23:20+09:00,0.0458,0.0529,0.9013,2
잘먹고 갑니다,잘먹고 갑니다,잘먹고 갑니다,2024-11-14T11:17:40+09:00,0.0323,0.4191,0.5486,2
정찰병투입,정찰병투입,정찰병투입,2024-10-25T09:11:00+09:00,0.0436,0.9287,0.0277,1
.,,.,2024-11-14T00:29:37+09:00,0.0293,0.9567,0.014,1
다시 왔어요 ㅋㅋ,다시 왔어요,다시 왔어요 ㅋㅋ,2024-12-27T10:06:54+09:00,0.0274,0.944,0.0286,1
삼전 조정 언제부터 올까요???,삼전 조정 언제부터 올까요,삼전 조정 언제부터 올까요???,2023-05-25T13:34:29+09:00,0.2754,0.3777,0.3469,1
은행나무 은행털듯이 증거금으로 탈탈탈 스탁론 스탁론~~,은행나무 은행털듯이 증거금으로 탈탈탈 스탁론 스탁론,은행나무 은행털듯이 증거금으로 탈탈탈 스탁론 스탁론,2024-10-02T08:48:52+09:00,0.1284,0.7789,0.0927,1
와 그래도 오늘 많이 올랐네,와 그래도 오늘 많이 올랐네,와 그래도 오늘 많이 올랐네,2025-01-03T20:19:46+09:00,0.1499,0.4505,0.3996,1
일마만에 빨강,일마만에 빨강,일마만에 빨강,2024-10-28T13:38:37+09:00,0.0476,0.9165,0.0359,1
.,,.,2025-03-19T11:33:15+09:00,0.0293,0.9567,0.014,1
86500원 깨자!!!!!!!,86500원 깨자,86500원 깨자!!!!!!!,2024-07-05T12:58:54+09:00,0.0335,0.578,0.3885,1
개인들은 매도하고 외인매수시작하니깐 자사주매입공시?... 그들만의세상이다ㅋㅋㅋㅋㅋ,개인들은 매도하고 외인매수시작하니깐 자사주매입공시 그들만의세상이다,개인들은 매도하고 외인매수시작하니깐 자사주매입공시?... 그들만의세상이다ㅋㅋㅋㅋㅋ,2024-11-15T18:21:07+09:00,0.5093,0.1615,0.3291,0
진짜 나스닥이 신이네,진짜 나스닥이 신이네,진짜 나스닥이 신이네,2024-10-15T17:12:33+09:00,0.163,0.7797,0.0573,1
삼전이나 들여다보고있고,삼전이나 들여다보고있고,삼전이나 들여다보고있고,2025-01-20T10:10:05+09:00,0.05,0.9258,0.0241,1
가좌~,가좌,가좌,2025-01-08T14:04:17+09:00,0.0533,0.8701,0.0766,1
"저한텐 큰돈이라 어찌할지를 모르겠어요. 부모님 세대부터 자리 지켜오던 삼전이 망한다니, 미장 했음 부자 됐을거라느니 맘이 뒤숭숭하네요 ㅎㅎ",저한텐 큰돈이라 어찌할지를 모르겠어요 부모님 세대부터 자리 지켜오던 삼전이 망한다니 미장 했음 부자 됐을거라느니 맘이 뒤숭숭하네요,"저한텐 큰돈이라 어찌할지를 모르겠어요. 부모님 세대부터 자리 지켜오던 삼전이 망한다니, 미장 했음 부자 됐을거라느니 맘이 뒤숭숭하네요 ㅎㅎ",2024-11-13T23:05:29+09:00,0.1365,0.7287,0.1348,1
가보자구~,가보자구,가보자구,2025-02-19T13:23:41+09:00,0.0325,0.5828,0.3847,1
박수👍🏻👍🏻👍🏻👍🏻👍🏻,박수,박수,2025-03-21T12:58:01+09:00,0.018,0.9074,0.0746,1
망했네요~헐~~,망했네요헐,망했네요헐,2024-11-13T09:17:10+09:00,0.4127,0.5259,0.0615,1
ㅋㅋㅋ삼전구매는 능지순~,삼전구매는 능지순,ㅋㅋㅋ삼전구매는 능지순,2024-11-20T09:21:47+09:00,0.077,0.6437,0.2792,1
"나 햇주린이 주식 처음 시작을 삼전으로 했다.
믿었는데 어째 점점 마이너스지 도저히 못보겠어😰",나 햇주린이 주식 처음 시작을 삼전으로 했다 믿었는데 어째 점점 마이너스지 도저히 못보겠어,나 햇주린이 주식 처음 시작을 삼전으로 했다. 믿었는데 어째 점점 마이너스지 도저히 못보겠어,2025-02-03T09:57:01+09:00,0.2755,0.5496,0.1749,1
